id,symbol,full_name
1685599799167255147,BRN,BRN Metaverse
1685599799167255153,DINO,DinoLFG
1685599799167255154,DOG,The Doge NFT
1685599799167255158,SHFT,Shyft Network
1685599799167255165,GARI,Gari Network
1685599799167255166,ASR,AS Roma Fan Token
1685599799167255172,DBC,DeepBrain Chain
1685599799167255176,DEP,DEAPCOIN
1685599799167255179,HAPI,HAPI
1685599799167255187,SYLO,Sylo
1685599799167255191,CGPT,ChainGPT
1685599799167255193,RFD,Refund
1685599799167255197,MTV,MultiVAC
1685599799167255200,OOE,OpenOcean
1685599799167255202,DORA,Dora Factory
1685599799167255203,DAFI,Dafi Protocol
1685599799167255205,CELL,Cellframe
1685599799167255209,SUKU,SUKU
1685599799167255212,FITFI,Step App
1685599799167255213,MUSE,Muse DAO
1685599799167255214,TORN,Tornado Cash
1685599799167255216,RBX,RabbitX
1685599799167255219,NAP,Napoli Fan Token
1685599799167255221,CSIX,Carbon Browser
1685599799167255225,CTX,Cryptex Finance
1685599799167255227,THE,Thena
1685599799167255235,SMT,Swarm Markets
1685599799167255240,RADAR,DappRadar
1685599799167255248,RJV,Rejuve.AI
1685599799167255252,MIR,Mirror Protocol
1685599799167255255,MV,GensoKishi Metaverse
1685599799167255256,LAI,LayerAI
1685599799167255260,GO,GoChain
1685599799167255262,LOOT,LootBot
1685599799167255264,EPIK,Epik Prime
1685599799167255273,BLOCK,Blockasset
1685599799167255274,TRVL,TRVL
1685599799167255280,DFYN,Dfyn Network
1685599799167255284,PNG,Pangolin
1685599799167255295,GRIN,Grin
1685599799167255302,ERN,Ethos Reserve Note
1685599799167255309,MARSH,Unmarshal
1685599799167255310,ASK,Permission Coin
1685599799167255311,DARK,Dark Frontiers
1685599799167255312,TARA,Taraxa
1685599799167255313,WSI,WeSendit
1685599799167255315,KASTA,Kasta
1685599799167255327,WLKN,Walken
1685599799167255331,EDEN,EDEN
1685599799167255337,WALLET,Ambire Wallet
1685599799167255338,MOOV,dotmoovs
1685599799167255347,OXY,Oxygen
1685599799167255350,UNO,Uno Re
1685599799167255354,K21,K21
1685599799167255357,SLIM,Solanium
1685599799167255359,ADP,Adappter
1685599799167255363,MOBI,Mobius
1685599799167255367,PAW,PAWSWAP
1685599799167255368,BOA,BOSagora
1685599799167255375,BNC,Bifrost Native Coin
1685599799167255376,BDT,BlackDragon
1685599799167255380,IGU,IguVerse IGU
1685599799167255385,SKEB,Skeb
1685599799167255387,CHAIN,Chain Games
1685599799167255389,GHX,GamerCoin
1685599799167255406,XPNET,XP Network
1685599799167255408,RING,Darwinia Network
1685599799167255410,SHILL,SHILL Token
1685599799167255414,NCDT,Nuco.Cloud
1685599799167255425,PRISM,Prism
1685599799167255434,POLK,Polkamarkets
1685599799167255438,GOVI,CVI
1685599799167255440,SERO,SERO
1685599799167255441,UMB,Umbrella Network
1685599799167255442,POLYDOGE,PolyDoge
1685599799167255443,STEP,Step Finance
1685599799167255446,WOM,Wombat Exchange
1685599799167255459,NBT,NanoByte
1685599799167255463,SHX,Stronghold
1685599799167255474,WELL,Moonwell
1685599799167255475,WAMPL,Wrapped Ampleforth
1685599799167255480,ROCO,Roco Finance
1685599799167255483,PI,Plian
1685599799167255491,00,00 Token
1685599799167255493,DOP,Drops Ownership Power
1685599799167255496,AIR,Altair
1685599799167255518,DOSE,DOSE
1685599799167255522,DHB,DeHub
1685599799167255529,USDP,USDP Stablecoin
1685599799167255530,GMEE,GAMEE
1685599799167255531,BTCST,BTC Standard Hashrate Token
1685599799167255534,CIRUS,Cirus
1730846864517042178,MEME,Memecoin
1730846864521236481,LYX,LUKSO
1730846864525430786,BEAM,Beam
1730846864525430787,SEI,Sei
1730846864529625089,FTN,Fasttoken
1730846864529625091,CBETH,Coinbase Wrapped Staked ETH
1730847003428196354,CRVUSD,crvUSD
1730847003432390659,LOOM,Loom Network (NEW)
1730847003432390660,PYUSD,PayPal USD
1730847003436584961,ONG,Ontology Gas
1730847151621345281,PAAL,PAAL AI
1730847151625539586,MYRIA,Myria
